timestamp_ms,balance,equity
1704153600000,100000.0,100000.0
1705996800000,99992.51,99988.23
1705996800000,99992.51,99990.37
1705996800000,99992.51,99992.51
1705996800000,99992.51,99996.79
1705996800000,99992.51,99994.65
1705996800000,99992.51,99996.79
1705996800000,99992.51,99994.65
1705996800000,99992.51,99996.79
1705996800000,99992.51,99992.51
1705996800000,99992.51,99994.65
1705996800000,99992.51,99990.37
1705996800000,99992.51,99992.51
1705996800000,99992.51,99990.37
1705996800000,99992.51,99992.51
1705996800000,99992.51,99990.37
1705996800000,99992.51,99992.51
1705996800000,99992.51,99990.37
1705996800000,99992.51,99992.51
1705996800000,99992.51,99994.65
1705996800000,99992.51,99992.51
1705996800000,99992.51,99994.65
1705996800000,99992.51,99992.51
1705996800000,99992.51,99994.65
1705996800000,99992.51,99992.51
1705996800000,99992.51,99994.65
1705996800000,99992.51,99990.37
1705996800000,99992.51,99992.51
1705996800000,99992.51,99990.37
1705996800000,99992.51,99992.51
1705996800000,99992.51,99990.37
1705996800000,99992.51,99992.51
1705996800000,99992.51,99990.37
1705996800000,99992.51,99992.51
1705996800000,99992.51,99990.37
1705996800000,99992.51,99992.51
1705996800000,99992.51,99990.37
1705996800000,99992.51,99992.51
1705996800000,99992.51,99990.37
1705996800000,99992.51,99992.51
1705996800000,99992.51,99990.37
1705996800000,99992.51,99992.51
1705996800000,99992.51,99990.37
1705996800000,99992.51,99992.51
1705996800000,99992.51,99990.37
1705996800000,99992.51,99992.51
1705996800000,99992.51,99990.37
1705996800000,99992.51,99992.51
1705996800000,99992.51,99990.37
1705996800000,99992.51,99992.51
1705996800000,99992.51,99990.37
1705996800000,99992.51,99994.65
1705996800000,99992.51,99992.51
1705996800000,99992.51,99996.79
1705996800000,99992.51,99994.65
1705996800000,99992.51,100003.21
1705996800000,99992.51,100001.07
1705996800000,99992.51,100003.21
1705996800000,99992.51,100001.07
1705996800000,99992.51,100003.21
1705996800000,99992.51,100001.07
1705996800000,99992.51,100003.21
1705996800000,99992.51,100001.07
1705996800000,99992.51,100003.21
1705996800000,99992.51,100001.07
1705996800000,99992.51,100005.35
1705996800000,99992.51,100003.21
1705996800000,99992.51,100007.49
1705996800000,99992.51,100005.35
1705996800000,99992.51,100013.91
1705996800000,99992.51,100011.77
1705996800000,99992.51,100013.91
1705996800000,99992.51,100011.77
1705996800000,99992.51,100013.91
1705996800000,99992.51,100011.77
1705996800000,99992.51,100013.91
1705996800000,99992.51,100011.77
1705996800000,99992.51,100013.91
1705996800000,99992.51,100016.05
1705996800000,99992.51,100018.19
1705996800000,99992.51,100020.33
1705996800000,99992.51,100022.47
1705996800000,99992.51,100024.61
1705996800000,99992.51,100028.89
1705996800000,99992.51,100026.75
1705996800000,99992.51,100028.89
1705996800000,99992.51,100026.75
1705996800000,99992.51,100028.89
1705996800000,99992.51,100024.61
1705996800000,99992.51,100026.75
1705996800000,99992.51,100022.47
1705996800000,99992.51,100024.61
1705996800000,99992.51,100022.47
1705996800000,99992.51,100024.61
1705996800000,99992.51,100022.47
1705996800000,99992.51,100024.61
1705996800000,99992.51,100022.47
1705996800000,99992.51,100024.61
1705996800000,99992.51,100026.75
1705996800000,99992.51,100024.61
1705996800000,99992.51,100026.75
1705996800000,99992.51,100024.61
1705996800000,99992.51,100026.75
1705996800000,99992.51,100024.61
1705996800000,99992.51,100026.75
1705996800000,99992.51,100024.61
1705996800000,99992.51,100026.75
1705996800000,99992.51,100024.61
1705996800000,99992.51,100026.75
1705996800000,99992.51,100024.61
1705996800000,99992.51,100026.75
1705996800000,99992.51,100024.61
1705996800000,99992.51,100026.75
1705996800000,99992.51,100020.33
1705996800000,99992.51,100018.19
1705996800000,99992.51,100020.33
1705996800000,99992.51,100018.19
1705996800000,99992.51,100020.33
1705996800000,99992.51,100018.19
1705996800000,99992.51,100020.33
1705996800000,99992.51,100018.19
1705996800000,99992.51,100020.33
1705996800000,99992.51,100018.19
1705996800000,99992.51,100020.33
1705996800000,99992.51,100018.19
1705996800000,99992.51,100020.33
1705996800000,99992.51,100018.19
1705996800000,99992.51,100020.33
1705996800000,99992.51,100018.19
1705996800000,99992.51,100022.47
1705996800000,99992.51,100020.33
1705996800000,99992.51,100018.19
1705996800000,99992.51,100016.05
1705996800000,99992.51,100013.91
1705996800000,99992.51,100011.77
1705996800000,99992.51,100013.91
1705996800000,99992.51,100011.77
1705996800000,99992.51,100013.91
1705996800000,99992.51,100011.77
1705996800000,99992.51,100013.91
1705996800000,99992.51,100011.77
1705996800000,99992.51,100009.63
1705996800000,99992.51,100007.49
1705996800000,99992.51,100005.35
1705996800000,99992.51,100003.21
1705996800000,99992.51,100005.35
1705996800000,99992.51,100003.21
1705996800000,99992.51,100005.35
1705996800000,99992.51,100003.21
1705996800000,99992.51,100005.35
1705996800000,99992.51,100003.21
1705996800000,99992.51,100001.07
1705996800000,99992.51,99998.93
1705996800000,99992.51,99996.79
1705996800000,99992.51,99992.51
1705996800000,99992.51,99994.65
1705996800000,99992.51,99996.79
1705996800000,99992.51,100001.07
1705996800000,99992.51,100003.21
1705996800000,99992.51,100007.49
1705996800000,99992.51,100005.35
1705996800000,99992.51,100007.49
1705996800000,99992.51,100005.35
1705996800000,99992.51,100007.49
1705996800000,99992.51,100003.21
1705996800000,99992.51,100001.07
1705996800000,99992.51,100003.21
1705996800000,99992.51,100001.07
1705996800000,99992.51,100005.35
1705996800000,99992.51,100003.21
1705996800000,99992.51,100005.35
1705996800000,99992.51,100003.21
1705996800000,99992.51,100007.49
1705996800000,99992.51,100005.35
1705996800000,99992.51,100013.91
1705996800000,99992.51,100011.77
1705996800000,99992.51,100009.63
1705996800000,99992.51,100007.49
1705996800000,99992.51,100005.35
1705996800000,99992.51,100003.21
1705996800000,99992.51,100001.07
1705996800000,99992.51,99998.93
1705996800000,99992.51,99996.79
1705996800000,99992.51,99998.93
1705996800000,99992.51,99996.79
1705996800000,99992.51,99998.93
1705996800000,99992.51,99996.79
1705996800000,99992.51,99998.93
1705996800000,99992.51,99996.79
1705996800000,99992.51,100001.07
1705996800000,99992.51,99998.93
1705996800000,99992.51,100001.07
1705996800000,99992.51,99996.79
1705996800000,99992.51,99998.93
1705996800000,99992.51,99996.79
1705996800000,99992.51,99998.93
1705996800000,99992.51,99992.51
1705996800000,99992.51,99994.65
1705996800000,99992.51,99992.51
1705996800000,99992.51,99996.79
1705996800000,99992.51,99994.65
1705996800000,99992.51,99996.79
1705996800000,99992.51,99994.65
1705996800000,99992.51,100001.07
1705996800000,99992.51,99998.93
1705996800000,99992.51,100001.07
1705996800000,99992.51,99998.93
1705996800000,99992.51,100001.07
1705996800000,99992.51,99998.93
1705996800000,99992.51,100001.07
1705996800000,99992.51,99998.93
1705996800000,99992.51,100001.07
1705996800000,99992.51,99998.93
1705996800000,99992.51,100003.21
1705996800000,99992.51,100001.07
1705996800000,99992.51,100003.21
1705996800000,99992.51,100001.07
1705996800000,99992.51,100007.49
1705996800000,99992.51,100005.35
1705996800000,99992.51,100007.49
1705996800000,99992.51,100005.35
1705996800000,99992.51,100007.49
1705996800000,99992.51,100005.35
1705996800000,99992.51,100007.49
1705996800000,99992.51,100005.35
1705996800000,99992.51,100007.49
1705996800000,99992.51,100005.35
1705996800000,99992.51,100009.63
1705996800000,99992.51,100007.49
1705996800000,99992.51,100009.63
1705996800000,99992.51,100007.49
1705996800000,99992.51,100013.91
1705996800000,99992.51,100011.77
1705996800000,99992.51,100013.91
1705996800000,99992.51,100011.77
1705996800000,99992.51,100013.91
1705996800000,99992.51,100011.77
1705996800000,99992.51,100013.91
1705996800000,99992.51,100011.77
1705996800000,99992.51,100009.63
1705996800000,99992.51,100011.77
1705996800000,99992.51,100009.63
1705996800000,99992.51,100013.91
1705996800000,99992.51,100011.77
1705996800000,99992.51,100013.91
1705996800000,99992.51,100011.77
1705996800000,99992.51,100016.05
1705996800000,99992.51,100013.91
1705996800000,99992.51,100016.05
1705996800000,99992.51,100013.91
1705996800000,99992.51,100024.61
1705996800000,99992.51,100022.47
1705996800000,99992.51,100024.61
1705996800000,99992.51,100022.47
1705996800000,99992.51,100026.75
1705996800000,99992.51,100024.61
1705996800000,99992.51,100035.31
1705996800000,99992.51,100037.45
1705996800000,99992.51,100035.31
1705996800000,99992.51,100037.45
1705996800000,99992.51,100035.31
1705996800000,99992.51,100037.45
1705996800000,99992.51,100031.03
1705996800000,99992.51,100028.89
1705996800000,99992.51,100031.03
1705996800000,99992.51,100028.89
1705996800000,99992.51,100033.17
1705996800000,99992.51,100031.03
1705996800000,99992.51,100039.59
1705996800000,99992.51,100037.45
1705996800000,99992.51,100033.17
1705996800000,99992.51,100028.89
1705996800000,99992.51,100026.75
1705996800000,99992.51,100022.47
1705996800000,99992.51,100018.19
1705996800000,99992.51,100016.05
1705996800000,99992.51,100018.19
1705996800000,99992.51,100016.05
1705996800000,99992.51,100018.19
1705996800000,99992.51,100016.05
1705996800000,99992.51,100020.33
1705996800000,99992.51,100018.19
1705996800000,99992.51,100013.91
1705996800000,99992.51,100009.63
1705996800000,99992.51,100007.49
1705996800000,99992.51,100003.21
1705996800000,99992.51,99998.93
1705996800000,99992.51,99996.79
1705996800000,99992.51,99998.93
1705996800000,99992.51,99996.79
1705996800000,99992.51,99998.93
1705996800000,99992.51,99996.79
1705996800000,99992.51,100001.07
1705996800000,99992.51,99998.93
1705996800000,99992.51,99994.65
1705996800000,99992.51,99990.37
1705996800000,99992.51,99986.09
1705996800000,99992.51,99981.81
1705996800000,99992.51,99977.53
1705996800000,99992.51,99979.67
1705996800000,99992.51,99977.53
1705996800000,99992.51,99979.67
1705996800000,99992.51,99977.53
1705996800000,99992.51,99979.67
1705996800000,99992.51,99981.81
1705996800000,99992.51,99979.67
1705996800000,99992.51,99981.81
1705996800000,99992.51,99979.67
1705996800000,99992.51,99981.81
1705996800000,99992.51,99977.53
1705996800000,99992.51,99979.67
1705996800000,99992.51,99977.53
1705996800000,99992.51,99979.67
1705996800000,99992.51,99977.53
1705996800000,99992.51,99979.67
1705996800000,99992.51,99977.53
1705996800000,99992.51,99979.67
1705996800000,99992.51,99977.53
1705996800000,99992.51,99979.67
1705996800000,99992.51,99977.53
1705996800000,99992.51,99973.25
1705996800000,99992.51,99971.11
1705996800000,99992.51,99966.83
1705996800000,99992.51,99962.55
1705996800000,99992.51,99964.69
1705996800000,99992.51,99962.55
1705996800000,99992.51,99966.83
1705996800000,99992.51,99964.69
1705996800000,99992.51,99968.97
1705996800000,99992.51,99966.83
1705996800000,99992.51,99964.69
1705996800000,99992.51,99962.55
1705996800000,99992.51,99960.41
1705996800000,99992.51,99958.27
1705996800000,99992.51,99960.41
1705996800000,99992.51,99962.55
1705996800000,99992.51,99964.69
1705996800000,99992.51,99966.83
1705996800000,99992.51,99971.11
1705996800000,99992.51,99968.97
1705996800000,99992.51,99971.11
1705996800000,99992.51,99968.97
1705996800000,99992.51,99971.11
1705996800000,99992.51,99968.97
1705996800000,99992.51,99971.11
1705996800000,99992.51,99973.25
1705996800000,99992.51,99975.39
1705996800000,99992.51,99977.53
1705996800000,99992.51,99981.81
1705996800000,99992.51,99979.67
1705996800000,99992.51,99981.81
1705996800000,99992.51,99979.67
1705996800000,99992.51,99981.81
1705996800000,99992.51,99979.67
1705996800000,99992.51,99981.81
1705996800000,99992.51,99983.95
1705996800000,99992.51,99988.23
1705996800000,99992.51,99990.37
1705996800000,99992.51,99994.65
1705996800000,99992.51,99992.51
1705996800000,99992.51,99994.65
1705996800000,99992.51,99990.37
1705996800000,99992.51,99992.51
1705996800000,99992.51,99986.09
1705996800000,99992.51,99988.23
1705996800000,99992.51,99986.09
1705996800000,99992.51,99988.23
1705996800000,99992.51,99986.09
1705996800000,99992.51,99988.23
1705996800000,99992.51,99986.09
1705996800000,99992.51,99988.23
1705996800000,99992.51,99986.09
1705996800000,99992.51,99988.23
1705996800000,99992.51,99986.09
1705996800000,99992.51,99988.23
1705996800000,99992.51,99986.09
1705996800000,99992.51,99988.23
1705996800000,99992.51,99983.95
1705996800000,99992.51,99990.37
1705996800000,99992.51,99992.51
1705996800000,99992.51,99990.37
1705996800000,99992.51,99994.65
1705996800000,99992.51,99992.51
1705996800000,99992.51,99994.65
1705996800000,99992.51,99992.51
1705996800000,99992.51,99998.93
1705996800000,99992.51,99996.79
1705996800000,99992.51,99998.93
1705996800000,99992.51,99996.79
1705996800000,99992.51,99998.93
1705996800000,99992.51,99996.79
1705996800000,99992.51,99998.93
1705996800000,99992.51,99996.79
1705996800000,99992.51,99998.93
1705996800000,99992.51,99996.79
1705996800000,99992.51,100001.07
1705996800000,99992.51,99998.93
1705996800000,99992.51,100001.07
1705996800000,99992.51,99998.93
1705996800000,99992.51,100005.35
1705996800000,99992.51,100003.21
1705996800000,99992.51,100005.35
1705996800000,99992.51,100003.21
1705996800000,99992.51,100005.35
1705996800000,99992.51,100003.21
1705996800000,99992.51,100005.35
1705996800000,99992.51,100003.21
1705996800000,99992.51,100005.35
1705996800000,99992.51,100003.21
1705996800000,99992.51,100007.49
1705996800000,99992.51,100005.35
1705996800000,99992.51,100007.49
1705996800000,99992.51,100005.35
1705996800000,99992.51,100011.77
1705996800000,99992.51,100009.63
1705996800000,99992.51,100011.77
1705996800000,99992.51,100009.63
1705996800000,99992.51,100011.77
1705996800000,99992.51,100009.63
1705996800000,99992.51,100011.77
1705996800000,99992.51,100009.63
1705996800000,99992.51,100011.77
1705996800000,99992.51,100009.63
1705996800000,99992.51,100013.91
1705996800000,99992.51,100011.77
1705996800000,99992.51,100013.91
1705996800000,99992.51,100011.77
1705996800000,99992.51,100018.19
1705996800000,99992.51,100016.05
1705996800000,99992.51,100013.91
1705996800000,99992.51,100011.77
1705996800000,99992.51,100009.63
1705996800000,99992.51,100007.49
1705996800000,99992.51,100005.35
1705996800000,99992.51,100001.07
1705996800000,99992.51,100003.21
1705996800000,99992.51,100001.07
1705996800000,99992.51,100003.21
1705996800000,99992.51,100001.07
1705996800000,99992.51,100005.35
1705996800000,99992.51,100003.21
1705996800000,99992.51,100007.49
1705996800000,99992.51,100005.35
1705996800000,99992.51,100007.49
1705996800000,99992.51,100005.35
1705996800000,99992.51,100007.49
1705996800000,99992.51,100005.35
1705996800000,99992.51,100007.49
1705996800000,99992.51,100003.21
1705996800000,99992.51,100005.35
1705996800000,99992.51,100003.21
1705996800000,99992.51,100005.35
1705996800000,99992.51,100003.21
1705996800000,99992.51,100005.35
1705996800000,99992.51,100001.07
1705996800000,99992.51,100003.21
1705996800000,99992.51,100001.07
1705996800000,99992.51,100003.21
1705996800000,99992.51,99996.79
1705996800000,99992.51,99994.65
1705996800000,99992.51,99996.79
1705996800000,99992.51,99994.65
1705996800000,99992.51,99996.79
1705996800000,99992.51,99992.51
1705996800000,99992.51,99994.65
1705996800000,99992.51,99983.95
1705996800000,99992.51,99981.81
1705996800000,99992.51,99983.95
1705996800000,99992.51,99981.81
1705996800000,99992.51,99983.95
1705996800000,99992.51,99981.81
1705996800000,99992.51,99988.23
1705996800000,99992.51,99990.37
1705996800000,99992.51,99988.23
1705996800000,99992.51,99990.37
1705996800000,99992.51,99986.09
1705996800000,99992.51,99988.23
1705996800000,99992.51,99981.81
1705996800000,99992.51,99983.95
1705996800000,99992.51,99981.81
1705996800000,99992.51,99986.09
1705996800000,99992.51,99983.95
1705996800000,99992.51,99990.37
1705996800000,99992.51,99992.51
1705996800000,99992.51,99990.37
1705996800000,99992.51,99992.51
1705996800000,99992.51,99990.37
1705996800000,99992.51,99992.51
1705996800000,99992.51,99988.23
1705996800000,99992.51,99986.09
1705996800000,99992.51,99988.23
1705996800000,99992.51,99986.09
1705996800000,99992.51,99990.37
1705996800000,99992.51,99988.23
1705996800000,99992.51,99996.79
1705996800000,99992.51,99998.93
1705996800000,99992.51,99996.79
1705996800000,99992.51,99998.93
1705996800000,99992.51,99996.79
1705996800000,99992.51,99998.93
1705996800000,99992.51,99994.65
1705996800000,99992.51,99992.51
1705996800000,99992.51,99994.65
1705996800000,99992.51,99992.51
1705996800000,99992.51,99996.79
1705996800000,99992.51,99994.65
1705996800000,99992.51,100003.21
1705996800000,99992.51,100005.35
1705996800000,99992.51,100003.21
1705996800000,99992.51,100005.35
1705996800000,99992.51,100003.21
1705996800000,99992.51,100005.35
1705996800000,99992.51,100001.07
1705996800000,99992.51,99998.93
1705996800000,99992.51,100001.07
1705996800000,99992.51,99998.93
1705996800000,99992.51,100003.21
1705996800000,99992.51,100001.07
1705996800000,99992.51,100003.21
1705996800000,99992.51,100001.07
1705996800000,99992.51,100005.35
1705996800000,99992.51,100003.21
1705996800000,99992.51,100005.35
1705996800000,99992.51,100003.21
1705996800000,99992.51,100007.49
1705996800000,99992.51,100005.35
1705996800000,99992.51,100016.05
1705996800000,99992.51,100018.19
1705996800000,99992.51,100016.05
1705996800000,99992.51,100011.77
1705996800000,99992.51,100009.63
1705996800000,99992.51,100005.35
1705996800000,99992.51,100003.21
1705996800000,99992.51,99998.93
1705996800000,99992.51,99996.79
1705996800000,99992.51,99998.93
1705996800000,99992.51,99996.79
1705996800000,99992.51,100001.07
1705996800000,99992.51,99998.93
1705996800000,99992.51,100005.35
1705996800000,99992.51,100003.21
1705996800000,99992.51,100001.07
1705996800000,99992.51,99998.93
1705996800000,99992.51,99996.79
1705996800000,99992.51,99994.65
1705996800000,99992.51,99992.51
1705996800000,99992.51,99994.65
1705996800000,99992.51,99992.51
1705996800000,99992.51,99996.79
1705996800000,99992.51,99994.65
1705996800000,99992.51,100001.07
1705996800000,99992.51,100003.21
1705996800000,99992.51,100001.07
1705996800000,99992.51,100003.21
1705996800000,99992.51,100001.07
1705996800000,99992.51,100003.21
1705996800000,99992.51,99998.93
1705996800000,99992.51,99996.79
1705996800000,99992.51,99998.93
1705996800000,99992.51,99996.79
1705996800000,99992.51,100001.07
1705996800000,99992.51,99998.93
1705996800000,99992.51,100007.49
1705996800000,99992.51,100009.63
1705996800000,99992.51,100007.49
