deal_ticket,position_id,timestamp_ms,deal_type,deal_entry,price,volume,profit,commission,swap,fee
2,2,1706288857557,DEAL_TYPE_BUY,DEAL_ENTRY_IN,1.78053,1.78,0.0,-6.23,0.0,0.0
3,2,1706486760000,DEAL_TYPE_SELL,DEAL_ENTRY_OUT,1.7755999999999998,1.78,-534.95,-6.23,-5.67,0.0
